WARNING:lerobot.configs.policies:Device 'cuda' is not available. Switching to 'mps'.
WARNING:lerobot.configs.policies:Device 'cuda' is not available. Switching to 'mps'.
`torch_dtype` is deprecated! Use `dtype` instead!
00:10.712  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:26.524  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:27.162  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:27.521  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:28.201  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:28.565  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:29.240  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:29.590  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:30.239  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:30.628  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:31.306  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:31.668  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:32.337  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:32.731  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:33.414  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:33.802  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:34.422  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:34.778  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:35.418  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:35.772  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:36.413  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:36.769  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:37.407  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:37.765  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:38.404  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:38.767  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:39.399  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:39.776  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:40.437  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:40.809  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:41.454  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:41.839  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:42.507  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:42.869  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:43.537  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:43.881  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:44.520  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:44.883  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:45.506  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:45.868  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:46.489  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:46.848  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:47.544  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:47.903  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:48.547  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:48.905  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:49.544  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:49.906  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:50.549  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:50.909  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:51.571  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:51.932  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:52.565  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:52.954  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:53.630  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:53.987  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:54.631  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:54.997  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:55.646  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:56.005  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:56.649  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:57.013  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:57.657  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:58.021  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:58.659  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:59.020  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
00:59.702  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:00.057  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:00.698  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:01.061  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:01.702  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:02.074  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:02.699  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:03.065  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:03.760  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:04.124  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:04.756  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:05.117  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:05.803  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:06.170  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:06.823  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:07.188  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:07.852  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:08.214  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:08.846  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:09.216  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:09.869  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:10.226  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:10.920  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:11.310  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:12.015  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:12.385  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:13.031  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:13.387  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:14.037  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:14.399  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:15.041  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:15.430  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:16.110  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:16.473  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:17.123  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:17.490  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:18.161  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:18.528  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:19.201  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:19.571  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:20.240  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:20.647  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:21.310  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:21.680  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:22.319  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:22.691  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:23.337  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:23.709  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:24.406  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:24.774  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:25.441  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:25.819  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:26.459  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:26.821  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:27.988  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:28.364  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:28.976  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:29.347  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:29.955  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:30.357  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:30.966  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:31.336  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:31.936  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:32.305  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:32.916  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:33.273  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:33.874  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:34.281  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:34.891  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:35.253  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:35.859  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:36.243  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:36.851  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:37.223  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:37.842  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:38.216  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:38.837  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:39.209  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:39.812  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:40.186  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:40.796  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:41.165  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:41.789  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:42.155  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:42.774  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:43.142  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:43.750  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:44.122  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:44.735  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:45.103  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:45.733  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:46.106  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:46.735  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:47.104  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:47.726  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:48.099  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:48.716  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:49.093  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:49.705  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:50.078  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:50.696  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:51.095  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:51.723  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:52.111  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:52.739  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:53.105  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:53.728  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:54.082  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:54.713  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:55.062  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:55.686  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:56.024  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:56.646  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:56.996  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:58.022  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:58.379  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:58.975  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:59.336  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
01:59.904  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:00.256  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:00.870  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:01.230  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:01.873  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:02.240  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:02.902  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:03.275  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:03.933  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:04.293  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:05.001  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:05.382  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:06.057  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:06.437  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:07.093  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:07.472  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:08.137  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:08.515  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:09.175  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:09.557  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:10.193  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:10.568  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:11.224  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:11.610  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:12.266  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:12.637  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:13.288  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:13.660  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:14.346  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:14.719  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:15.370  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:15.751  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:16.392  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:16.790  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:17.455  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:17.829  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:18.496  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:18.863  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:19.550  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:19.933  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:20.600  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:21.015  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:21.727  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:22.097  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:22.767  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:23.146  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:23.812  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:24.178  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:24.853  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:25.229  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:25.891  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:26.270  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:26.937  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:27.312  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:27.986  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:28.350  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:29.024  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:29.391  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:30.045  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:30.420  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:31.083  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:31.477  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:32.155  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:32.547  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:33.235  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:33.611  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:34.250  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:34.626  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:35.290  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:35.660  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:36.347  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:36.728  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:37.400  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:37.776  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:38.473  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:38.847  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:39.511  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:39.888  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:40.549  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:40.910  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:41.578  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:41.945  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:42.583  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:42.974  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:43.603  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:43.951  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:44.557  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:44.907  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:45.527  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:45.898  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:46.532  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:46.890  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:47.522  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:47.880  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:48.512  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:48.874  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:49.497  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:49.861  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:50.489  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:50.857  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:51.511  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:51.854  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:52.502  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:52.840  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:53.475  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:53.817  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:54.442  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:54.806  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:55.419  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:55.780  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:56.398  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:56.746  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:57.387  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:57.755  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:58.393  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:58.737  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:59.368  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
02:59.716  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:00.347  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:00.696  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:01.330  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:01.676  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:02.312  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:02.657  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:03.299  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:03.645  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:04.276  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:04.621  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:05.259  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:05.608  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:06.249  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:06.596  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:07.236  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:07.585  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:08.211  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:08.569  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:09.234  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:09.602  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:10.257  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:10.602  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:11.231  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:11.579  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:12.210  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:12.552  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:13.198  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:13.543  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:14.542  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:14.906  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:15.520  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:15.874  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:16.523  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:16.915  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:17.585  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:17.951  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:18.635  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:19.004  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
03:19.702  render           | Saved: '/tmp/clearvla_eval_opaque_41152.png'
